mana,cardtype,artist,name,rarity
1R,Creature — Human Berserker 1/1,Min Yum,Stormblood Berserker,Uncommon
3R,Sorcery,John Avon,Tectonic Rift,Uncommon
4RR,Creature — Dragon 4/4,Chris Rahn,Volcanic Dragon,Uncommon
1R,Creature — Wall 4/1,Mike Bierek,Wall of Torches,Common
4BB,Creature — Giant 6/6,Nils Hamm,Grave Titan,Mythic Rare
3B,Creature — Zombie 2/2,Dermot Power,Gravedigger,Common
3BB,Sorcery,Nils Hamm,Haunting Echoes,Rare
2BB,Creature — Spirit 3/3,Andrew Robinson,Howling Banshee,Uncommon
2BB,Enchantment,Rob Alexander,Leyline of the Void,Rare
3BB,Planeswalker — Liliana (Loyalty: 5),Aleksi Briclot,Liliana Vess,Mythic Rare
1B,Enchantment,Steve Argyle,Liliana's Caress,Uncommon
1BB,Creature — Specter 2/1,Vance Kovacs,Liliana's Specter,Common
2B,Sorcery,Steve Luke,Mind Rot,Common
2BB,Sorcery,Greg Staples,Diabolic Tutor,Uncommon
B,Sorcery,Alex Horley-Orlandelli,Disentomb,Common
1B,Instant,Chippy,Doom Blade,Common
1BB,Creature — Human Wizard 2/2,Daarken,Dread Warlock,Common
1B,Creature — Skeleton 1/1,Daarken,Drudge Skeletons,Common
B,Sorcery,Steven Belledin,Duress,Common
3B,Creature — Zombie 2/2,Dermot Power,Gravedigger,Common
3BB,Sorcery,Nils Hamm,Haunting Echoes,Rare
2BB,Creature — Spirit 3/3,Andrew Robinson,Howling Banshee,Uncommon
2BB,Creature — Human Mercenary 2/2,Kev Walker,Highway Robber,Common
4B,Creature — Hound 3/3,Jeff Miracola,Hollow Dogs,Common
3BB,Enchantment,Simon Bisley,Horror of Horrors,Uncommon
1BB,Creature — Specter 2/2,Greg Staples,Hypnotic Specter,Rare
2B,Creature — Shade 1/1,Kev Walker,Looming Shade,Common
1BB,Creature — Zombie Lord 2/2,Brom,Lord of the Undead,Rare
2B,Enchantment,Nick Percival,Megrim,Uncommon
2B,Sorcery,Steve Luke,Mind Rot,Common
2BB,Creature — Horror 4/3,Kev Walker,Mindslicer,Rare
3U,Enchantment — Aura,Arnie Swekel,Dehydration,Common
2U,Instant,Wayne England,Deluge,Uncommon
6UU,Creature — Serpent 11/11,Jim Pavelec,Denizen of the Deep,Rare
2UU,Instant,Alex Horley-Orlandelli,Discombobulate,Uncommon
2UU,Creature — Spirit 2/2,Kev Walker,Dreamborn Muse,Rare
3UU,Instant,Franz Vohwinkel,Evacuation,Rare
1U,Instant,Brian Despain,Flashfreeze,Uncommon
2U,Creature — Elemental 4/4,Jon J Muth,Fog Elemental,Uncommon
U,Instant,Tony Szczudlo,Mind Bend,Rare
1UU,Creature — Illusion 2/2,Greg Staples,Phantom Warrior,Uncommon
2U,Creature — Wizard 1/2,Scott M. Fischer,Puppeteer,Uncommon
1U,Instant,Adam Rex,Remove Soul,Common
2UU,Instant,Dermot Power,Rewind,Uncommon
1U,Creature — Sage 1/2,Alan Pollack,Sage of Lat-Nam,Rare
1U,Creature — Bird 1/1,Mark Brill,Sage Owl,Common
4UU,Creature — Serpent 6/6,Daniel Gelon,Sea Monster,Common
2U,Creature — Wizard 2/2,Jim Nelson,Telepathic Spies,Common
U,Enchantment,Mark Tedin,Telepathy,Uncommon
1UU,Creature — Wizard 1/1,Roger Raupp,Temporal Adept,Rare
2UU,Creature — Bird 1/3,Christopher Moeller,Thieving Magpie,Uncommon
1U,Instant,Bob Petillo,Tolarian Winds,Common
2UU,Enchantment,Brian Despain,Treasure Trove,Uncommon
U,Instant,Rebecca Guay,Twiddle,Common
U,Instant,Ron Spencer,Unsummon,Common
2UU,Creature — Efreet 2/2,Drew Tucker,Harmattan Efreet,Uncommon
2U,Creature — Turtle 1/4,DiTerlizzi,Horned Turtle,Common
2U,Enchantment,Ron Chironna,Insight,Uncommon
3U,Instant,Zina Saunders,Inspiration,Common
3U,Sorcery,Justin Hampton,Juxtapose,Rare
4U,Sorcery,Alan Rabinowitz,Library of Lat-Nam,Rare
UU,Creature — Lord 2/2,Melissa A. Benson,Lord of Atlantis,Rare
2U,Instant,Dameon Willich,Mana Short,Rare
B,Enchant Creature,Kev Walker,Weakness,Common
1BB,Summon Poltergeist 1/1,Mike Kerr,Xenic Poltergeist,Rare
1BB,Summon Lord 2/3,Stuart Griffin,Zombie Master,Rare
3U,Enchantment,Mark Tedin,Æther Storm,Uncommon
3UU,Summon Elemental 4/4,D. Alexander Gregory,Air Elemental,Uncommon
2U,Enchant Creature,Zak Plucinski,Anti-Magic Aura,Uncommon
3U,Summon Drake 2/4,Janine Johnston,Azure Drake,Uncommon
3U,Enchant Creature,Jeff Miracola,Binding Grasp,Uncommon
1U,Enchantment,Amy Weber,Copy Artifact,Rare
UU,Interrupt,Mark Poole,Counterspell,Uncommon
1U,Enchant Creature,Anson Maddocks,Creature Bond,Common
UU,Sorcery,Douglas Shuler,Drain Power,Rare
2U,Enchantment,Kaja Foglio,Energy Flux,Uncommon
2U,Enchant Enchantment,Quinton Hoover,Feedback,Uncommon
U,Enchant Creature,Anson Maddocks,Flight,Common
1U,Instant,NéNé Thomas,Hurkyl's Recall,Rare
UU,Sorcery,Douglas Shuler,Drain Power,Rare
2U,Enchantment,Kaja Foglio,Energy Flux,Uncommon
U,Sorcery,Daniel Gelon,Energy Tap,Common
UUU,Enchant Land,Pete Venters,Erosion,Common
2U,Enchant Enchantment,Quinton Hoover,Feedback,Uncommon
U,Enchant Creature,Anson Maddocks,Flight,Common
U,Enchantment,Dennis Detwiller,Flood,Common
2U,Enchant Creature,Phil Foglio,Gaseous Form,Common
2U,Enchant Enchantment,Quinton Hoover,Feedback,Uncommon
U,Enchant Creature,Anson Maddocks,Flight,Common
UU,Enchant Creature,Anson Maddocks,Invisibility,Common
U,Instant,Mark Poole,Jump,Common
UU,Enchantment,Anson Maddocks,Lifetap,Uncommon
UU,Summon Lord of Atlantis 2/2,Melissa Benson,Lord of Atlantis,Rare
U,Interrupt,Julie Baroh,Magical Hack,Rare
4UU,Summon Djinn 5/6,Dan Frazier,Mahamoti Djinn,Rare
1BB,Summon Lord 2/3,Jeff A. Menges,Zombie Master,Rare
3UU,Summon Elemental 4/4,Richard Thomas,Air Elemental,Uncommon
U,Instant,Mark Poole,Ancestral Recall,Rare
3U,Enchant Non-Creature Artifact,Douglas Schuler,Animate Artifact,Uncommon
U,Interrupt,Richard Thomas,Blue Elemental Blast,Common
XUU,Sorcery,Mark Tedin,Braingeyser,Rare
3U,Summon Clone 0/0,Julie Baroh,Clone,Uncommon
2UU,Enchant Creature,Dameon Willich,Control Magic,Uncommon
1U,Enchantment,Amy Weber,Copy Artifact,Rare
3B,Summon Ghoul 2/2,Jeff A. Menges,Scavenging Ghoul,Uncommon
3BB,Summon Vampire 4/4,Anson Maddocks,Sengir Vampire,Uncommon
1B,Instant,Mark Poole,Simulacrum,Uncommon
BB,Sorcery,Sandra Everingham,Sinkhole,Common
1B,Instant,Ron Spencer,Terror,Common
B,Enchant Creature,Douglas Schuler,Unholy Strength,Common
2B,Summon Wall 1/4,Anson Maddocks,Wall of Bone,Uncommon
BB,Enchant Artifact,Amy Weber,Warp Artifact,Rare
1W,Creature — Human Cleric 1/3,Lubov,Temple Acolyte,Common
3WW,Creature — Human 2/5,Douglas Shuler,Veteran Bodyguard,Rare
WW,Creature — Human Knight 2/2,Daniel Gelon,White Knight,Uncommon
2W,Creature — Bird 1/1,Greg Simanson,Wild Aesthir,Common
2W,Creature — Griffin 2/2,Jeff Miracola,Wild Griffin,Common
3U,Sorcery,NéNé Thomas,Acid Rain,Rare
3UU,Creature — Elemental 4/4,Brian Snoddy,Air Elemental,Uncommon
3U,Enchantment — Aura,Douglas Shuler,Animate Artifact,Uncommon
W,Sorcery,Qiao Dafu,Peach Garden Oath,Common
2W,Creature — Human Soldier 2/2,Li Xiaohua,Shu Cavalry,Common
4W,Creature — Human Soldier 3/3,Qiao Dafu,Shu Elite Companions,Common
3W,Creature — Human Soldier 2/2,Li Xiaohua,Shu General,Common
4W,Creature — Human Soldier 2/4,Li Xiaohua,Shu Soldier-Farmers,Common
2W,Creature — Wall 1/5,Richard Thomas,Wall of Light,Common
4WW,Legendary Creature — Human Soldier Warrior 4/4,Qiao Dafu,"Zhang Fei, Fierce Warrior",Uncommon
3U,Creature — Merfolk Scout 2/4,Greg Simanson,Benthic Explorers,Common
W,Creature — Human Soldier 1/1,Melissa A. Benson,Icatian Javelineers,Common
4W,Creature — Human Soldier 2/4,Kaja Foglio,Icatian Phalanx,Common
W,Creature — Human Soldier 1/1,Richard Kane Ferguson,Icatian Scout,Common
W,Enchantment,Kaja Foglio,Inheritance,Uncommon
4W,Creature — Gargoyle 2/2,Quinton Hoover,Ivory Gargoyle,Rare
2W,Creature — Human Knight 1/2,Douglas Shuler,Juniper Order Advocate,Uncommon
3W,Creature — Human Soldier 2/2,Melissa A. Benson,Kjeldoran Elite Guard,Common
3W,Creature — Human Soldier 1/6,Andi Rusu,Kjeldoran Home Guard,Uncommon
6BB,Creature — Avatar 6/5,rk post,Avatar of Woe,Rare
6GG,Creature — Elephant 9/9,Lars Grant-West,Terastodon,Rare
5GGG,Creature — Elemental 7/7,DiTerlizzi,Verdant Force,Rare
5WUB,Artifact Creature — Sphinx 6/6,Kev Walker,Sphinx of the Steel Wind,Mythic Rare
7UU,Artifact Creature — Leviathan 7/11,Anthony Francisco,Inkwell Leviathan,Rare
6WWW,Creature — Archon 5/6,Zoltan Boros &amp; Gabor Szikszai,Blazing Archon,Rare
B,Sorcery,Raymond Swanland,Cabal Therapy,Uncommon
B,Sorcery,Steven Belledin,Duress,Common
B,Instant,Ron Spears,Entomb,Rare
WW,Enchantment,Mark Poole,Crusade,Rare
W,Creature — Human Cleric 1/1,Douglas Shuler,Death Speakers,Common
W,Instant,Mark Poole,Death Ward,Common
2WW,Enchantment — Aura,NéNé Thomas,Divine Transformation,Uncommon
1WW,Sorcery,Drew Tucker,Dust to Dust,Common
4WWW,Creature — Dragon Wurm 5/5,Quinton Hoover,Elder Land Wurm,Uncommon
2W,Instant,Rob Alexander,Exile,Common
1W,Enchantment,NéNé Thomas,Greater Realm of Preservation,Uncommon
,,,"Avacyn Restored,Dark Ascension,Magic 2012,Graveborn",
,,,,
,"
      34 cards
    ",,,
,,,,
R,Creature — Human Wizard 1/1,Michael Sutfin,Grim Lavamancer,Rare
R,Creature — Hound 2/1,Kev Walker,Jackal Pup,Uncommon
R,Creature — Goblin 1/1,Brom,Mogg Fanatic,Uncommon
R,Creature — Elemental 3/1,John Avon,Spark Elemental,Uncommon
{R/W},Creature — Kithkin 1/1,Scott M. Fischer,Figure of Destiny,Rare
,"
      383 cards
    ",,,
,Land,Heather Hudson,Mountain,Land
,Land,John Avon,Forest,Land
,Land,John Matson,Forest,Land
,Land,John Avon,Forest,Land
,Land,David Martin,Forest,Land
,"
      350 cards
    ",,,
1G,Creature — Druid Bear 1/1,Carl Critchlow,Werebear,Common
1G,Creature — Hound 2/2,Anthony S. Waters,Wild Mongrel,Common
G,Creature — Druid 1/2,Rick Farrell,Woodland Druid,Common
3G,Creature — Druid 1/2,Alex Horley-Orlandelli,Zoologist,Rare
WUBRG,Creature — Atog Legend 5/5,Ron Spears,Atogatog,Rare
2RG,Sorcery,Alex Horley-Orlandelli,Decimate,Rare
5WU,Creature — Angel 4/4,Matt Cavotta,Iridescent Angel,Rare
1RG,Creature — Atog 1/2,Franz Vohwinkel,Lithatog,Uncommon
5BR,Creature — Legend 7/4,Michael Sutfin,Tsabo Tavoc,Rare
UUB,Instant,Massimilano Frezzato,Undermine,Rare
1UB,Creature — Drake 2/3,Sam Wood,Urborg Drake,Uncommon
1BR,Creature — Kavu 2/2,Kev Walker,Vicious Kavu,Uncommon
1UB,Enchantment,Heather Hudson,Vile Consumption,Rare
UB,Creature — Merfolk Zombie 2/2,Greg &amp; Tim Hildebrandt,Vodalian Zombie,Common
3BR,Sorcery,Kev Walker,Void,Rare
2RG,Creature — Snake 2/2,Terese Nielsen,Voracious Cobra,Uncommon
3G,Sorcery,Alan Pollack,Spontaneous Generation,Rare
2G,Sorcery,Val Mayerik,Squall,Common
3G,Creature — Monger 3/3,Heather Hudson,Squallmonger,Uncommon
2G,Enchant Creature,Paolo Parente,Stamina,Uncommon
1G,Enchantment,Qiao Dafu,Sustenance,Uncommon
2G,Enchant Creature,Adam Rex,Tiger Claws,Common
2G,Sorcery,Heather Hudson,Tranquility,Common
3G,Instant,DiTerlizzi,Venomous Breath,Uncommon
3RR,Summon Giant 4/3,Mark Zug,Thundering Giant,Uncommon
2R,Enchantment,Thomas M. Baxa,Torch Song,Uncommon
2R,Summon Viashino 4/3,Ciruelo,Viashino Outrider,Common
3R,Summon Viashino 3/2,Steve White,Viashino Runner,Common
2RR,Summon Viashino 3/2,Pete Venters,Viashino Sandswimmer,Rare
3R,Summon Viashino 2/2,Dermot Power,Viashino Weaponsmith,Common
1RR,Summon Lizard 3/4,Heather Hudson,Vug Lizard,Uncommon
4RR,Sorcery,Carl Critchlow,Wildfire,Rare
W,Enchant Creature,Greg Simanson,Flickering Ward,Uncommon
1W,Instant,Douglas Shuler,Gallantry,Uncommon
W,Enchantment,Val Mayerik,Gerrard's Battle Cry,Rare
2W,Enchantment,DiTerlizzi,Hanna's Custody,Rare
1W,Enchant Creature,Pete Venters,Hero's Resolve,Common
2WW,Enchantment,Phil Foglio,Humility,Rare
1W,Instant,Brian Snõddy,Invulnerability,Uncommon
1WW,Summon Knight 2/2,Ron Spencer,Knight of Dawn,Uncommon
3W,Enchantment,Drew Tucker,Light of Day,Uncommon
R,Enchant Creature,Mike Kerr,Firebreathing,Common
2RR,Summon Elemental 3/2,Richard Kane Ferguson,Flame Elemental,Uncommon
2R,Instant,Greg Simanson,Flare,Common
1R,Summon Goblins 2/2,Robert Bliss,Goblin Elite Infantry,Common
3RR,Sorcery,Geofrey Darrow,Goblin Scouts,Uncommon
R,Summon Goblin 1/1,Robert Bliss,Goblin Soothsayer,Uncommon
1R,Summon Goblin 1/2,Hannibal King,Goblin Tinkerer,Common
1RR,Sorcery,Ron Spencer,Hammer of Bogardan,Rare
2,Artifact,Kaja Foglio,Elven Lyre,Rare (U1)
2,Artifact,Margaret Organ-Kean,Implements of Sacrifice,Rare (U1)
5,Artifact,Douglas Shuler,Ring of Renewal,Rare (U1)
3,Artifact,Scott Kirschner,Spirit Shield,Rare (U1)
3,Artifact,Scott Kirschner,Zelyon Sword,Rare (U1)
,Land,Pat Morrissey,Bottomless Vault,Rare (U1)
,Land,Pat Morrissey,Dwarven Hold,Rare (U1)
,Land,Mark Poole,Dwarven Ruins,Uncommon (U2)
6WW,Summon Legionnaire 8/4,Mark Poole,Akron Legionnaire,Rare (R1)
XWW,Instant,Harold McNeill,Alabaster Potion,Common (C2)
WW,Summon Kithkin 1/1,Quinton Hoover,Amrou Kithkin,Common (C2)
2WW,Enchantment,Julie Baroh,Angelic Voices,Rare (R1)
2WW,Sorcery,Phil Foglio,Cleanse,Rare (R1)
W,Summon Priest 1/1,Daniel Gelon,Clergy of the Holy Nimbus,Common (C2)
2W,Summon Archer 1/2,Douglas Shuler,D'Avenant Archer,Common (C2)
5R,Enchantment,Raymond Swanland,Warstorm Surge,Rare
3GG,Creature — Ooze 2/2,Karl Kopinski,Acidic Slime,Uncommon
5G,Creature — Spider 5/7,Karl Kopinski,Arachnus Spinner,Rare
2G,Enchantment — Aura,Karl Kopinski,Arachnus Web,Common
G,Instant,Kekai Kotaki,Autumn's Veil,Uncommon
G,Creature — Bird 0/1,Marcelo Vignali,Birds of Paradise,Rare
4G,Sorcery,Jason Chan,Bountiful Harvest,Common
2G,Creature — Boar 2/2,Dave Allsop,Brindle Boar,Common
6G,Creature — Wurm 6/6,Dave Kendall,Carnage Wurm,Uncommon
2GG,Creature — Troll 4/3,Jesper Ejsing,Cudgel Troll,Uncommon
5G,Sorcery,Wayne England,Doubling Chant,Rare
2G,Creature — Treefolk */*,Matt Stewart,Dungrove Elder,Rare
BB,Creature — Insect Shade 2/1,Brian Snoddy,Nantuko Shade,Rare
2BB,Enchantment — Aura,Jaime Jones,Necrotic Plague,Rare
3B,Creature — Horror 4/2,Allen Williams,Nether Horror,Common
4B,Creature — Shade 2/2,Lucas Graciano,Nightwing Shade,Common
BBB,Creature — Zombie 5/5,Michael Komarck,Phylactery Lich,Rare
2B,Enchantment — Aura,Martina Pilcerova,Quag Sickness,Common
1B,Creature — Skeleton Warrior 1/1,Austin Hsu,Reassembling Skeleton,Uncommon
1BB,Creature — Specter 2/2,Greg Staples,Hypnotic Specter,Rare
2B,Creature — Bat 2/1,Dave Kendall,Kelinore Bat,Common
3BB,Planeswalker — Liliana (Loyalty: 5),Aleksi Briclot,Liliana Vess,Mythic Rare
2B,Creature — Shade 1/1,Kev Walker,Looming Shade,Common
2B,Enchantment,Nick Percival,Megrim,Uncommon
2B,Sorcery,Steve Luke,Mind Rot,Common
2BB,Creature — Lhurgoyf */*,Anthony S. Waters,Mortivore,Rare
2B,Creature — Zombie Insect 2/2,Carl Critchlow,Nantuko Husk,Uncommon
2BB,Creature — Human Assassin 2/1,Adrian Smith,Nekrataal,Uncommon
5B,Creature — Nightmare */*,Carl Critchlow,Nightmare,Rare
2BB,Sorcery,D. Alexander Gregory,Persecute,Rare
1BB,Enchantment,Carl Critchlow,Phyrexian Arena,Rare
U,Creature — Human Wizard 1/1,Mark Zug,Fugitive Wizard,Common
2U,Creature — Crab 1/3,Scott Kirschner,Horseshoe Crab,Common
1U,Instant,Ralph Horsley,Hurkyl's Recall,Rare
1U,Creature — Human Wizard 1/3,Francis Tsai,Lumengrid Warden,Common
2U,Enchantment,Jerry Tiritilli,Shifting Sky,Rare
1U,Creature — Illusion 1/1,Scott M. Fischer,Sneaky Homunculus,Common
1U,Creature — Drake 1/1,Greg Staples,Spiketail Hatchling,Uncommon
2UU,Enchant Artifact,Peter Bollinger,Steal Artifact,Uncommon
1U,Creature — Bird 1/2,John Matson,Storm Crow,Common
U,Enchantment,Matthew D. Wilson,Telepathy,Uncommon
4U,Creature — Drake 3/3,Dave Dorman,Vigilant Drake,Common
6U,Creature — Beast 6/6,Dave Dorman,Vizzerdrix,Rare
1UU,Creature — Wall 1/5,John Avon,Wall of Air,Uncommon
2UU,Creature — Wall 1/5,Carl Critchlow,Wall of Wonder,Rare
1U,Creature — Faerie 1/1,Rob Alexander,Wind Dancer,Uncommon
2U,Creature — Drake 2/2,Tom Wänerstrand,Wind Drake,Common
1U,Instant,Mark Tedin,Memory Lapse,Common
U,Creature — Merfolk 1/1,DiTerlizzi,Merfolk of the Pearl Trident,Common
U,Instant,David O'Connor,Mystical Tutor,Uncommon
UU,Enchant Land,David A. Cherry,Phantasmal Terrain,Common
1UU,Creature — Illusion 2/2,John Matson,Phantom Warrior,Uncommon
3U,Sorcery,Robert Bliss,Polymorph,Rare
UU,Instant,Alan Rabinowitz,Boomerang,Common
U,Instant,Christopher Rush,Brainstorm,Common
UU,Interrupt,Hannibal King,Counterspell,Common
UU,Enchantment,Sandra Everingham,Dance of Many,Rare
UU,Summon Dandân 4/1,Drew Tucker,Dandân,Common
4U,Summon Wall 4/5,David Seeley,Dark Maze,Common
3U,Interrupt,Mike Raabe,Deflection,Rare
4UUU,Summon Island Fish 6/8,Jesper Myrfors,Island Fish Jasconius,Rare
U,Instant,Mark Poole,Jump,Common
UU,Enchantment,Anson Maddocks,Lifetap,Uncommon
UU,Summon Lord 2/2,Melissa Benson,Lord of Atlantis,Rare
U,Interrupt,Julie Baroh,Magical Hack,Rare
4UU,Summon Djinn 5/6,Dan Frazier,Mahamoti Djinn,Rare
2U,Instant,Dameon Willich,Mana Short,Rare
2UU,Summon Ship 2/4,Tom Wänerstrand,Ghost Ship,Uncommon
1U,Summon Tortoise 1/1,Kaja Foglio,Giant Tortoise,Common
1U,Instant,NéNé Thomas,Hurkyl's Recall,Rare
4UUU,Summon Island Fish 6/8,Jesper Myrfors,Island Fish Jasconius,Rare
U,Instant,Mark Poole,Jump,Common
2U,Instant,Dameon Willich,Mana Short,Rare
U,Summon Merfolk 1/1,Jeff A. Menges,Merfolk of the Pearl Trident,Common
3U,Summon Phantasm 4/1,Mark Poole,Phantasmal Forces,Uncommon
UU,Interrupt,Mark Poole,Counterspell,Uncommon
1U,Enchant Creature,Anson Maddocks,Creature Bond,Common
UU,Sorcery,Douglas Schuler,Drain Power,Rare
2U,Enchant Enchantment,Quinton Hoover,Feedback,Uncommon
U,Enchant Creature,Anson Maddocks,Flight,Common
UU,Enchant Creature,Anson Maddocks,Invisibility,Common
U,Instant,Mark Poole,Jump,Common
UU,Enchantment,Anson Maddocks,Lifetap,Uncommon
UU,Summon Lord of Atlantis 2/2,Melissa Benson,Lord of Atlantis,Rare
U,Interrupt,Julie Baroh,Magical Hack,Rare
B,Enchant Creature,Douglas Schuler,Weakness,Common
B,Summon Will-O'-The-Wisp 0/1,Jesper Myrfors,Will-O'-The-Wisp,Rare
BB,Instant,Jesper Myrfors,Word of Command,Rare
1BB,Summon Lord 2/3,Jeff A. Menges,Zombie Master,Rare
3UU,Summon Elemental 4/4,Richard Thomas,Air Elemental,Uncommon
U,Instant,Mark Poole,Ancestral Recall,Rare
3U,Enchant Non-Creature Artifact,Douglas Schuler,Animate Artifact,Uncommon
U,Interrupt,Richard Thomas,Blue Elemental Blast,Common
XUU,Sorcery,Mark Tedin,Braingeyser,Rare
3U,Summon Clone 0/0,Julie Baroh,Clone,Uncommon
2UU,Enchant Creature,Dameon Willich,Control Magic,Uncommon
U,Instant,Richard Thomas,Blue Elemental Blast,Uncommon
XUU,Sorcery,Mark Tedin,Braingeyser,Rare
5U,Creature — Illusion Dragon 5/4,John Avon,Cloud Dragon,Rare
2U,Creature — Spirit 3/1,DiTerlizzi,Cloud Spirit,Common
UU,Instant,Brian Snõddy,Boomerang,Common
2U,Sorcery,Song Shikai,"Borrowing 100,000 Arrows",Uncommon
4U,Sorcery,Song Shikai,Brilliant Plan,Common
3UU,Sorcery,Jack Wei,Capture of Jingzhou,Rare
UU,Enchantment,Sandra Everingham,Dance of Many,Uncommon
U,Instant,Tom Wänerstrand,Flash Flood,Uncommon
4W,Creature — Human Soldier 2/2,Mark Poole,Kjeldoran Skycaptain,Common
2WW,Creature — Human Knight 1+*/1+*,Andi Rusu,Lost Order of Jarkeld,Rare
1WW,Creature — Human Knight 2/2,Ruth Thompson,Order of the Sacred Torch,Rare
WW,Creature — Human Knight 2/1,Ruth Thompson,Order of the White Shield,Uncommon
3W,Sorcery,Fang Yue,Ravages of War,Rare
B,Sorcery,Robert Bliss,Reanimate,Uncommon
1B,Enchantment — Aura,Anthony Jones,Animate Dead,Uncommon
1B,Sorcery,Carl Critchlow,Exhume,Common
1B,Sorcery,Scott M. Fischer,Sickening Dreams,Uncommon
1B,Enchantment,Thomas M. Baxa,Zombie Infestation,Uncommon
1W,Enchantment,Douglas Shuler,Hallowed Ground,Uncommon
5W,Creature — Avatar 2/6,Melissa A. Benson,Hand of Justice,Rare
2W,Instant,Drew Tucker,Holy Light,Common
WW,Creature — Human Soldier 1/2,Pete Venters,Icatian Lieutenant,Common
1R,Creature — Elemental 3/1,Justin Sweet,Hellspark Elemental,Uncommon
1R,Creature — Human Warrior 3/3,Alex Horley-Orlandelli,Keldon Marauders,Common
1R,Creature — Goblin 3/3,Brom,Mogg Flunkies,Common
2R,Creature — Elemental Shaman 0/1,Greg Staples,Cinder Pyromancer,Common
1RR,Legendary Creature — Human Spellshaper 2/2,Matt Cavotta,"Jaya Ballard, Task Mage",Rare
,,,"Avacyn Restored,Dark Ascension,Magic 2012,Graveborn",
,,,,
,"
      41 cards
    ",,,
,,,,
1,Artifact Creature — Sliver 1/1,L. A. Williams,Metallic Sliver,Common
G,Creature — Sliver 1/1,Franz Vohwinkel,Virulent Sliver,Common
1U,Creature — Shapeshifter 1/1,Nils Hamm,Amoeboid Changeling,Common
2WG,Creature — Nomad Mystic 3/3,Gary Ruddell,Mystic Enforcer,Rare
1WU,Creature — Atog 1/2,Glen Angus,Phantatog,Uncommon
1UB,Creature — Atog 1/2,"Edward P. Beard, Jr.",Psychatog,Uncommon
1BR,Creature — Atog 1/2,Mark Brill,Sarcatog,Uncommon
1UB,Creature — Wizard 1/3,Rick Farrell,Shadowmage Infiltrator,Rare
1WG,Creature — Atog 1/2,Monte Michael Moore,Thaumatog,Uncommon
6BR,Creature — Vampire Dragon 5/5,Gary Ruddell,Vampiric Dragon,Rare
2,Artifact,Tony Szczudlo,Catalyst Stone,Rare
WU,Enchant Creature,Wayne England,Wings of Hope,Common
RG,Creature — Barbarian Elf 2/2,Don Hazeltine,Yavimaya Barbarian,Common
2RG,Creature — Kavu */*,Greg Staples,Yavimaya Kavu,Uncommon
W,Instant,David Martin,Stand (Stand/Deliver),Uncommon
2U,Instant,David Martin,Deliver (Stand/Deliver),Uncommon
3U,Instant,David Martin,Spite (Spite/Malice),Uncommon
3B,Instant,David Martin,Malice (Spite/Malice),Uncommon
B,Sorcery,David Martin,Pain (Pain/Suffering),Uncommon
3G,Creature — Insect 1/1,Tom Wänerstrand,Venomous Dragonfly,Common
3G,Enchantment,Rebecca Guay,Vernal Equinox,Rare
3G,Creature — Dryad 1/3,Jeff Laubenstein,Vine Dryad,Rare
1G,Creature — Wall 0/4,DiTerlizzi,Vine Trellis,Common
5,Artifact,Val Mayerik,Assembly Hall,Rare
